>>> [main] B-Tag Reweight: QCD_HT1000to1500

  [BTagSFProcessor] b-tag JSON: /Users/jhlee/correctionLib/corrections/jsonpog-integration/POG/BTV/2017_UL/btagging.json.gz
  [BTagSFProcessor] deepJet_shape inputs (5): systematic flavor abseta pt discriminant 
  [BTagSFProcessor] trigger SF JSON: TriggerSF/trigger_sf.json.gz
  [BTagSFProcessor] Init complete.


╔══════════════════════════════════════════════════════════════╗
║          B-Tag Reweight Configuration                        ║
╠══════════════════════════════════════════════════════════════╣
║ [Section 1] Path & I/O                                       ║
╟──────────────────────────────────────────────────────────────╢
  Input base dir : /Users/jhlee/ttHH/ntuple/skimmed/gen_tier3/
  Tree path      : Tree/Tree
  Trigger SF JSON: TriggerSF/trigger_sf.json.gz
╟──────────────────────────────────────────────────────────────╢
║ [Section 1-C] B-Tag Reweight                                 ║
╟──────────────────────────────────────────────────────────────╢
  btagCorrectionName    : deepJet_shape
  btagReweightJSON      : btagNormReweight.json
  btagOutPrefix         : bTagReweight_
  btagMaxNJetsBin       : 25
  btagMaxJetsForPerJet  : 12
  btagSystematics       : 19 variations
  btagJSONPaths         :
    /cvmfs/cms-griddata.cern.ch/cat/metadata/BTV/Run2-2017-UL-NanoAODv9/latest/btagging.json.gz
    /Users/jhlee/correctionLib/corrections/jsonpog-integration/POG/BTV/2017_UL/btagging.json.gz
╟──────────────────────────────────────────────────────────────╢
║ Reweight Axis                                                ║
╟──────────────────────────────────────────────────────────────╢
  useHTForReweight      : TRUE (2D: nJets × HT)
  reweightHT_edges      : [500, 550, 600, 700, 800, 1000, 1100, 1200, 1300, 1400, 1500, 1600, 1700, 1800, 2100, 2500]
  nHTBins               : 15
  totalReweightBins     : 390
╟──────────────────────────────────────────────────────────────╢
║ [Section 2] Analysis Flags                                   ║
╟──────────────────────────────────────────────────────────────╢
  minNJets         : 6
  verbose          : false
  progressInterval : 10000000
╟──────────────────────────────────────────────────────────────╢
║ [Section 3] Histogram Definitions                            ║
╟──────────────────────────────────────────────────────────────╢
  nJets  : 20 bins [5.5, 25.5]
  HT     : 50 bins [0, 2500] GeV
  nbJets : 10 bins [-0.5, 9.5]
  jetPt  : 50 bins [0, 600] GeV
  bTag   : 50 bins [0, 1]
╚══════════════════════════════════════════════════════════════╝

Sample Name: QCD_HT1000to1500
  Type   : MC
  Weight : 3.28581

>>> Total entries: 1214471

  Reweight mode  : 2D (nJets × HT)
  Total flat bins: 390
  nHTBins        : 15

╔══════════════════════════════════════════════════════════════╗
║  Pass 1: Accumulating per-process (Σω_noSF, Σω_withSF)       ║
║  Process groups for this sample: tt+LF
╚══════════════════════════════════════════════════════════════╝
    [Pass 1] 0 / 1214471 (0.0%)

  Per-process accumulators (central):
  ── tt+LF ──
  bin  | sumNoSF        | sumWithSF      | local r (preview)
   161 |      3419.1850 |      4549.2371 | 0.751595
   162 |      1612.8037 |      2122.6896 | 0.759793
   163 |      1320.4956 |      1820.9288 | 0.725177
   164 |        73.9554 |       113.9240 | 0.649164
   169 |        45.1446 |        58.7530 | 0.768379
   170 |       257.3559 |       355.0721 | 0.724799
   171 |       856.0661 |      1077.5831 | 0.794432
   172 |      1959.5360 |      2474.8059 | 0.791794
   173 |      2344.4966 |      3053.4023 | 0.767831
   174 |      1921.7805 |      2513.0072 | 0.764733
   175 |      1730.8507 |      2360.2864 | 0.733322
   176 |      1160.5079 |      1608.3491 | 0.721552
   177 |       659.7237 |       907.4907 | 0.726976
   178 |       496.8428 |       682.6574 | 0.727807
   179 |        49.5798 |        61.6590 | 0.804096
   184 |         5.7302 |         6.0953 | 0.940096
   185 |        25.2582 |        31.3876 | 0.804721
   186 |       125.7491 |       150.1088 | 0.837720
   187 |       320.2444 |       436.3949 | 0.733841
   188 |       501.5844 |       656.6815 | 0.763817
   189 |       408.8031 |       562.2733 | 0.727054
   190 |       419.6582 |       578.0521 | 0.725987
   191 |       348.8090 |       500.9371 | 0.696313
   192 |       230.1517 |       312.0006 | 0.737664
   193 |       198.0163 |       292.6230 | 0.676694
   194 |        27.7911 |        38.1818 | 0.727861
   200 |         2.9180 |         6.7645 | 0.431371
   201 |         8.3175 |         9.7754 | 0.850855
   202 |        42.1420 |        42.0677 | 1.001767
   203 |        87.9600 |        96.2282 | 0.914078
   204 |        93.8961 |       129.0997 | 0.727314
   205 |        92.1801 |       124.7524 | 0.738905
   206 |        62.1683 |        84.7763 | 0.733321
   207 |        39.1867 |        60.4300 | 0.648464
   208 |        62.5239 |        88.0179 | 0.710354
   209 |         3.4632 |         5.4549 | 0.634873
   215 |         3.1210 |         3.3700 | 0.926135
   217 |         5.6597 |        11.0025 | 0.514400
   218 |         8.5575 |         8.3068 | 1.030179
   219 |        18.4161 |        23.6806 | 0.777686
   220 |        35.4623 |        59.9334 | 0.591696
   221 |         2.2497 |         2.3928 | 0.940210
   222 |         8.5863 |        10.5347 | 0.815044
   223 |        12.3821 |        17.0753 | 0.725148
   224 |         2.8476 |         2.5138 | 1.132780
   235 |         3.2836 |         5.2251 | 0.628434
   236 |         9.3505 |        14.6856 | 0.636712
   238 |         3.2488 |         4.5973 | 0.706674

╔══════════════════════════════════════════════════════════════╗
║  Pass 2: Filling validation histograms (3-tier)              ║
╚══════════════════════════════════════════════════════════════╝
    [Pass 2] 0 / 1214471 (0.0%)

╔══════════════════════════════════════════════════════════════╗
║  B-Tag Reweight Summary                                      ║
╠══════════════════════════════════════════════════════════════╣
  Events processed : 1214471
  Events passed    : 965878
  Σ weight (noSF)      : 2718976.0140
  Σ weight (withSF)    : 3346783.4571
  Σ weight (reweighted): 2718976.0140
  Deviation (in-sample): 0.0000 %  [OK]
  Note: this is a sample-local closure preview. The true
  per-group closure is verified after group-sum in makeReweightJSON
  and JSON-based application downstream.
╚══════════════════════════════════════════════════════════════╝

>>> Writing output to: bTagReweight_QCD_HT1000to1500.root
>>> Done.
